tempo_contrato,reclamacoes,log_lambda_real
23.09786701199439,1,0.42391468047977554
57.09214407818505,7,1.783685763127402
44.1876425668729,4,1.2675057026749161
36.32085056762516,1,0.9528340227050063
10.205099786103755,0,-0.09179600855584974
10.203676699835956,2,-0.09185293200656175
4.4269331179237685,0,-0.32292267528304924
52.10439260072118,5,1.5841757040288469
36.465785692849316,2,0.9586314277139727
42.776282089966685,3,1.2110512835986675
2.2144851634523444,0,-0.41142059346190624
58.224681277557664,12,1.8289872511023066
50.114115807224884,4,1.5045646322889956
13.528007530018293,1,0.04112030120073181
11.727673065218937,1,-0.030893077391242533
11.820866081352595,1,-0.02716535674589622
18.950292334612726,3,0.2580116933845091
31.960629466302034,1,0.7784251786520815
26.48475609988483,1,0.5593902439953933
18.182519271684473,1,0.22730077086737896
37.09932078862039,3,0.9839728315448155
9.230137778470468,2,-0.13079448886118125
18.23653426357787,0,0.22946137054311475
22.61534875432781,1,0.4046139501731125
27.90812906880512,0,0.6163251627522048
47.3253817221878,3,1.393015268887512
12.780753147343225,2,0.011230125893728899
31.339831866403085,1,0.7535932746561232
35.952459562860504,0,0.9380983825144201
3.7405743504798656,0,-0.3503770259808054
36.84514626218486,2,0.9738058504873947
11.0609232975502,1,-0.05756306809799198
4.838043986131492,0,-0.3064782405547403
56.98424669794666,4,1.7793698679178664
57.972289951399006,4,1.8188915980559601
48.69544353887121,9,1.4478177415548485
18.97221238122887,1,0.2588884952491548
6.762654726376648,0,-0.22949381094493407
41.369748564217254,2,1.1547899425686903
26.968997130636478,3,0.5787598852254592
8.20025585584195,0,-0.17198976576632197
30.21543769656494,3,0.7086175078625977
3.0289227457978853,0,-0.37884309016808454
54.64990372264814,7,1.6859961489059256
16.268018914400997,2,0.1507207565760398
40.08881477688494,4,1.1035525910753976
19.390953489275248,1,0.2756381395710099
31.68401324949084,4,0.7673605299796337
33.2559064812535,2,0.83023625925014
11.906412876006096,1,-0.02374348495975611
58.205493038108955,5,1.8282197215243583
46.73283657830576,4,1.3693134631322303
56.43043755228716,4,1.7572175020914864
53.79481367523128,9,1.6517925470092512
36.27609874985402,3,0.951043949994161
55.39057986636389,6,1.715623194654556
6.221057621063251,0,-0.25115769515747005
12.562988882729567,0,0.002519555309182729
3.668410045721746,2,-0.3532635981711301
20.194489515032597,3,0.30777958060130395
23.93196009167944,1,0.4572784036671776
17.00959287465986,1,0.18038371498639438
49.89551303996383,6,1.4958205215985532
22.04844627492177,0,0.38193785099687083
17.575136071555466,1,0.2030054428622187
33.019068906336656,1,0.8207627562534663
9.314529273510995,0,-0.12741882905956023
48.32962186448834,3,1.4331848745795335
5.398487977106479,1,-0.2840604809157408
59.22632925943052,4,1.8690531703772209
46.56244138850279,2,1.3624976555401116
12.724225210516172,1,0.008969008420646846
1.3258049102925415,0,-0.4469678035882984
49.112224278835214,8,1.4644889711534086
42.70458328700941,4,1.2081833314803765
44.011422914418254,2,1.2604569165767303
46.5049504544708,4,1.360198018178832
5.368634452311332,2,-0.2852546219075467
22.149477984112085,2,0.3859791193644835
7.836274511982653,0,-0.18654901952069383
51.92310212666002,4,1.576924085066401
37.77458948282592,1,1.0109835793130366
20.5229834663063,3,0.320919338652252
4.749942666875395,0,-0.31000229332498414
19.34795698122407,4,0.2739182792489627
20.185815999578075,0,0.3074326399831229
44.04676452194578,3,1.2618705808778312
38.61589080995758,0,1.044635632398303
53.345551812003265,5,1.6338220724801307
28.86068058455501,1,0.6544272233822004
8.0560605103598,2,-0.17775757958560806
43.08144244615671,5,1.2232576978462684
45.88631786839695,7,1.3354527147358781
34.115354656600275,2,0.8646141862640111
46.4870636173191,3,1.359482544692764
30.133940185499053,0,0.7053576074199621
31.84123693353765,1,0.773649477341506
26.224920083154426,1,0.5489968033261772
2.4997284779016162,0,-0.4000108608839353
7.365594192604963,0,-0.20537623229580154
2.854321955517321,0,-0.38582712177930717
38.54821426456304,5,1.0419285705825219
19.547002883503275,2,0.281880115340131
31.005670778717462,2,0.7402268311486986
54.54642196163949,1,1.6818568784655796
15.708241519783622,1,0.12832966079134492
25.212592459102154,3,0.5085036983640863
45.57751717403987,5,1.3231006869615949
14.499091764005726,1,0.07996367056022892
5.541814679898787,1,-0.27832741280404855
18.095335721912313,3,0.2238134288764926
10.51205594798626,1,-0.07951776208054954
55.85216148821181,7,1.7340864595284726
48.6791023943006,4,1.447164095772024
38.37082163411498,0,1.0348328653645993
52.416174821075344,7,1.5966469928430138
48.41665253704775,4,1.4366661014819102
12.007633474276114,1,-0.019694661028955455
53.66098091090869,9,1.6464392364363478
32.82119227302339,2,0.8128476909209358
48.63896915467969,2,1.4455587661871878
53.8693866954861,5,1.654775467819444
19.76220502333997,2,0.29048820093359884
7.4930635471329285,1,-0.2002774581146829
14.44817458997456,1,0.07792698359898242
26.199359528949124,3,0.5479743811579649
49.262871189427095,4,1.470514847577084
51.78310441212426,4,1.5713241764849704
1.4101757013402514,0,-0.44359297194638997
31.13409085207638,1,0.7453636340830552
25.62724918577796,1,0.5250899674311185
14.104360817773085,1,0.06417443271092335
8.072056672687285,0,-0.17711773309250858
20.919295112814048,1,0.336771804512562
56.63167253083863,5,1.7652669012335451
20.06897298922456,3,0.3027589195689824
31.6086466828586,0,0.764345867314344
42.47811857481549,3,1.1991247429926197
22.454146540378346,3,0.39816586161513384
58.33514288053668,3,1.8334057152214673
57.78439040158456,8,1.8113756160633825
15.855155453696485,2,0.13420621814785935
30.337661847650743,3,0.7135064739060296
18.75182027918941,2,0.25007281116757635
17.80558916827059,1,0.21222356673082365
3.176329893917435,2,-0.3729468042433026
36.964295704813914,2,0.9785718281925567
30.65806237050283,1,0.7263224948201134
4.037246323749372,0,-0.3385101470500252
17.440141389960075,0,0.19760565559840296
54.58768727203257,4,1.6835074908813028
15.134151549351373,3,0.10536606197405489
9.548797453382162,3,-0.11804810186471351
29.877712856376217,4,0.6951085142550487
59.15337679252544,3,1.866135071701018
15.281261019178524,1,0.11125044076714101
40.655997296946836,3,1.1262398918778735
45.93555730439434,1,1.3374222921757735
15.02061509555158,0,0.10082460382206329
43.96476456809972,3,1.2585905827239887
22.69920483043594,4,0.4079681932174376
38.30604400502119,1,1.0322417602008478
38.378252934892785,1,1.0351301173957115
32.610706360410745,1,0.80442825441643
6.32709643321009,3,-0.24691614267159645
50.28284723976504,4,1.5113138895906015
19.926023833332415,2,0.2970409533332966
12.0045921135914,1,-0.019816315456343995
3.405733351731071,2,-0.36377066593075713
35.86268364810627,2,0.9345073459242507
40.976297348694665,4,1.1390518939477867
1.978681906743513,2,-0.42085272373025945
31.213490439657576,0,0.748539617586303
14.363250736678339,1,0.07453002946713355
39.06519463415754,2,1.0626077853663016
11.287619311294495,1,-0.04849522754822017
41.76532654804549,4,1.1706130619218198
23.817385431731708,2,0.4526954172692683
56.26706933546733,6,1.7506827734186934
9.113735704613601,1,-0.135450571815456
21.12291471196525,3,0.34491658847861
7.694937753194755,1,-0.19220248987220978
55.5569234784352,8,1.7222769391374082
52.76302184947788,4,1.610520873979115
16.218556035194183,2,0.14874224140776746
39.93905871601656,1,1.0975623486406625
49.21610981187173,4,1.4686443924748693
33.75684788436828,0,0.8502739153747311
32.24938412300438,2,0.7899753649201753
15.26928516312665,0,0.11077140652506602
6.493063300548053,2,-0.24027746797807784
53.935729719246275,3,1.657429188769851
54.1246653726365,7,1.6649866149054602
38.352985979122806,4,1.0341194391649122
21.00275767187334,0,0.34011030687493354
21.603364902146993,0,0.3641345960858798
43.83138505334412,6,1.253255402133765
53.92950533720205,6,1.6571802134880822
53.33809903164192,4,1.6335239612656767
47.01265720559981,3,1.3805062882239925
38.879867123102976,3,1.0551946849241192
5.964257934707881,1,-0.26142968261168475
10.536094131582212,0,-0.07855623473671157
54.014697123097676,7,1.660587884923907
36.77931451991581,2,0.9711725807966323
1.5426260453811493,0,-0.43829495818475406
6.9868210290958945,1,-0.22052715883616422
40.14660437737529,4,1.1058641750950116
1.2986334469269025,1,-0.44805466212292394
10.48767503363242,2,-0.08049299865470318
33.37529357262858,1,0.835011742905143
41.8218166638689,1,1.1728726665547562
39.46571431065343,1,1.0786285724261373
14.231889258173027,1,0.06927557032692108
43.018574059504616,2,1.2207429623801846
14.997696162311204,0,0.09990784649244823
20.198582191396795,0,0.3079432876558718
45.04299290196342,8,1.301719716078537
39.32834104378566,0,1.0731336417514266
51.1041812191565,11,1.5441672487662599
39.79916064572026,4,1.0919664258288102
34.53020759679283,3,0.8812083038717131
6.526811301857456,3,-0.23892754792570176
22.695232380506578,2,0.40780929522026316
16.646939693221803,0,0.16587758772887215
15.395388959365931,0,0.11581555837463724
58.40762273039429,6,1.8363049092157717
24.192765755338865,1,0.4677106302135546
53.630746755449685,5,1.6452298702179875
38.23717893383851,0,1.0294871573535402
47.89386690895726,5,1.4157546763582902
30.655588493206334,5,0.7262235397282535
35.037329192955184,3,0.9014931677182074
30.05854393531297,0,0.7023417574125187
12.519336280084625,0,0.0007734512033850292
43.624674800428814,2,1.2449869920171526
17.56556938401049,2,0.20262277536041964
2.4346420194557767,0,-0.4026143192217689
39.0828654585229,3,1.0633146183409161
11.449530085015887,0,-0.042018796599364465
56.48705647682194,4,1.7594822590728776
57.28178604315266,7,1.7912714417261064
54.976999023006464,10,1.6990799609202587
22.839363315071218,2,0.4135745326028487
1.9119403752031783,0,-0.4235223849918729
55.7707951926758,2,1.7308318077070322
